IDs	Symbols
105243849	Gm39582
105243850	Gm39583
105243851	Gm12909
105243852	Gm39584
105243853	Gm39585
105243854	Gm39586
105243855	Gm37323
105243856	Gm39587
105243857	Gm39588
105243858	Gm39589
105243859	Gm39590
105243860	Gm39591
105243861	Gm39592
105243862	Gm39593
105243863	Gm39594
105243864	Gm39595
105243865	Gm39596
105243866	LOC105243866
105243867	Gm39597
105243868	Gm28153
105243869	Gm39598
105243870	Gm28340
105243871	Gm39599
105243872	Gm39600
105243874	Gm28401
105243875	Gm39601
105243876	Gm39602
105243877	Gm39603
105243878	Gm12031
105243879	Gm39604
105243880	Gm39605
105243881	Gm39606
105243882	Gm39607
105243883	Gm39608
105243884	Gm39609
105243885	Gm39610
105243886	Gm39611
105243887	Gm39612
105243888	Gm12061
105243889	Gm39613
105243890	Gm28822
105243891	Gm26524
105243892	Gm29414
105243893	Gm39614
105243894	Gm39615
105243895	Gm39616
105243896	Gm39617
105243897	Gm39618
105243898	Gm39619
105243899	Gm39620
105243900	Gm39621
105243901	Gm39622
105243902	Gm39623
105243903	Gm39624
105243904	Gm39625
105243905	Gm37020
105243906	Gm39626
105243907	Gm39627
105243908	Gm39628
105243909	Gm39629
105243910	LOC105243910
105243911	Gm39630
105243912	Gm39631
105243913	Gm39632
105243914	Gm39633
105243915	Gm28782
105243916	Gm39634
105243917	Gm28893
105243918	Gm39635
105243919	Gm39636
105243920	Gm39637
105243921	Gm39638
105243922	Gm39639
105243923	Gm39640
105243924	Gm39641
105243925	Gm28777
105243926	Gm39642
105243927	LOC105243927
105243928	Gm39643
105243929	Gm39644
105243930	Gm39645
105243931	Gm39646
105243932	Gm29018
105243933	Gm39647
105243934	Gm39648
105243935	Gm39649
105243936	Gm38388
105243937	Gm39650
105243938	Gm38137
105243939	LOC105243939
105243940	Pard3bos2
105243941	Gm39651
105243942	Gm29083
105243943	Gm39652
105243944	Gm39653
105243945	Gm39654
105243946	Gm38058
105243947	Gm39655
105243948	Gm39656
105243949	Gm39657
105243950	Gm39658
105243951	Gm15669
105243952	Gm39659
105243953	Gm39660
105243954	Gm39661
105243955	Gm39662
105243956	Gm39663
105243957	Gm29185
105243958	Gm39664
105243959	Gm39665
105243960	Gm39666
105243961	Gm39667
105243962	Gm39668
105243964	LOC105243964
105243965	Gm39669
105243968	LOC105243968
105243969	Gm39670
105243970	Gm39671
105243972	Gm39672
105243973	Gm39673
105243974	Gm39674
105243975	Gm39675
105243976	Gm39676
105243978	Gm39677
105243979	Gm39678
105243980	Gm39679
105243981	Gm39680
105243982	Gm39681
105243983	Gm39682
105243984	Gm39683
105243985	Gm39684
105243986	Gm37943
105243987	Gm39685
105243989	Gm39686
105243990	Gm39687
105243991	Gm37294
105243992	Gm39688
105243993	Gm20471
105243994	Gm39689
105243995	Gm39690
105243996	Gm39691
105243997	Gm39692
105243998	Gm39693
105243999	Gm39694
105244000	Gm39695
105244001	Gm39696
105244002	Gm39697
105244003	Gm39698
105244004	Gm39699
105244005	Gm39700
105244006	Gm39701
105244007	LOC105244007
105244008	Gm39702
105244009	Gm39703
105244010	Gm37065
105244011	Gm39704
105244012	Gm37125
105244013	Gm39705
105244014	Gm39706
105244015	Gm39707
105244016	Gm39708
105244017	Gm37486
105244018	Gm39709
105244019	LOC105244019
105244020	Gm39710
105244021	Gm39711
105244022	Gm38331
105244023	Gm37336
105244024	Gm39712
105244025	Gm39713
105244026	Gm38293
105244027	Gm39714
105244028	Gm39715
105244029	Gm37406
105244030	Gm39716
105244031	Gm39717
105244032	Gm39718
105244033	Gm39719
105244034	LOC105244034
105244035	Gm39720
105244036	Gm39721
105244037	Gm39722
105244038	Gm39723
105244040	Gm39724
105244041	Gm39725
105244042	Gm39726
105244043	Gm39727
105244044	Gm39728
105244045	Gm37662
105244046	Gm39729
105244047	Gm39730
105244048	Gm39731
105244049	Gm39732
105244050	Gm15509
105244051	Gm39733
105244052	Gm39734
105244053	Gm39735
105244054	Gm39736
105244055	Gm39737
105244056	Gm39738
105244057	Gm39739
105244058	Gm39740
105244059	LOC105244059
105244060	Gm39741
105244062	Gm39742
105244063	Gm39743
105244064	Gm26670
105244065	Gm39744
105244066	Gm39745
105244068	Gm39746
105244069	Gm39747
105244070	Gm39748
105244071	Gm39749
105244072	Gm39750
105244073	Gm39751
105244074	Gm39752
105244075	Gm39753
105244076	Gm39754
105244077	Gm39755
105244078	Gm39756
105244079	Gm39757
105244080	LOC105244080
105244081	Gm39758
105244082	Gm39759
105244083	Gm39760
105244084	Gm13270
105244085	LOC105244085
105244086	Gm37416
105244087	Gm39761
105244088	Gm39762
105244089	Gm39763
105244090	Gm39764
105244091	Gm39765
105244092	Gm39766
105244093	Gm39767
105244094	Gm39768
105244095	Gm39769
105244096	Gm39770
105244097	Gm39771
105244098	Gm39772
105244099	Gm39773
105244100	Gm39774
105244101	Gm39775
105244102	LOC105244102
105244103	Gm39776
105244104	Gm39777
105244105	Gm39778
105244106	Gm39779
105244107	Gm39780
105244108	Gm39781
105244109	Gm39782
105244110	Gm39783
105244111	Gm39784
105244112	Gm39785
105244113	Gm39786
105244114	Gm13610
105244115	Gm39787
105244116	Gm39788
105244117	Gm13524
105244118	Gm13528
105244119	Gm13536
105244120	Gm39789
105244121	Gm39790
105244122	Gm39791
105244123	Gm39792
105244124	LOC105244124
105244125	Gm39793
105244126	Gm39794
105244127	Gm39795
105244128	Gm39796
105244129	Gm39797
105244130	Gm39798
105244131	Gm13428
105244132	Gm39799
105244133	Gm39800
105244134	Gm39801
105244135	Gm39802
105244136	Gm39803
105244137	Gm39804
105244138	Gm39805
105244139	Gm39806
105244140	Gm39807
105244141	Gm39808
105244142	Gm39809
105244143	Gm39810
105244144	Gm13480
105244145	Gm13485
105244146	Gm39811
105244147	Gm39812
105244149	Gm39813
105244150	LOC105244150
105244151	LOC105244151
105244152	Gm39814
105244153	Gm39815
105244154	Gm39816
105244156	Gm39817
105244157	Gm39818
105244158	LOC105244158
105244159	Gm39819
105244160	Gm39820
105244161	Gm39821
105244162	Gm39822
105244164	LOC105244164
105244165	Gm39823
105244166	Gm39824
105244167	Gm39825
105244168	Gm12227
105244170	LOC105244170
105244171	Gm12240
105244172	Gm39826
105244173	Gm39827
105244174	Gm39828
105244176	Gm39829
105244177	Gm39830
105244178	Gm39831
105244179	Gm39832
105244180	Gm39833
105244181	Gm39834
105244182	Gm39835
105244183	Gm39836
105244184	Gm39837
105244185	Gm39838
105244186	Gm39839
105244187	LOC105244187
105244188	Gm39840
105244189	Gm39841
105244190	Gm39842
105244191	Gm39843
105244192	Gm39844
105244193	LOC105244193
105244194	Gm39845
105244195	LOC105244195
105244196	Gm39846
105244197	Gm39847
105244198	Gm39848
105244199	Gm39849
105244200	Gm39850
105244201	Gm39851
105244202	Gm39852
105244203	Gm39853
105244204	Gm39854
105244205	Gm39855
105244206	Gm39856
105244207	Gm39857
105244208	LOC105244208
105244209	Gm39858
105244210	Gm39859
105244212	Gm39860
105244213	Gm39861
105244214	Gm39862
105244215	Gm39863
105244216	Gm39864
105244217	Gm39865
105244218	Gm39866
105244219	Gm39867
105244221	Gm39868
105244222	Gm39869
105244223	Gm39870
105244224	Gm39871
105244225	Gm39872
105244226	Gm39873
105244227	Gm39874
105244228	Gm39875
105244229	Gm39876
105244230	Gm39877
105244231	Gm39878
105244232	LOC105244232
105244233	Gm39879
105244234	Gm13814
105244235	Gm13816
105244236	Gm39880
105244237	LOC105244237
105244238	Gm39881
105244239	Gm39882
105244240	Gm39883
105244241	Gm39884
105244242	Gm39885
105244243	Gm39886
105244244	Gm39887
105244245	Gm39888
105244246	Gm39889
105244247	Gm39890
105244248	Gm39891
105244249	Gm39892
105244250	Gm39893
105244251	LOC105244251
105244252	Gm39894
105244253	Gm39895
105244254	Gm39896
105244255	Gm39897
105244256	Gm39898
105244257	Gm39899
105244258	Gm39900
105244259	LOC105244259
105244260	Gm39901
105244261	Gm39902
105244262	Gm39903
105244263	Gm39904
105244264	Gm39905
105244265	Gm39906
105244266	Gm39907
105244267	Gm39908
105244268	Gm39909
105244269	Gm39910
105244270	Gm39911
105244271	Gm39912
105244272	Gm39913
105244273	Gm39914
105244274	Gm39915
105244276	Gm39916
105244277	Gm39917
105244278	Gm39918
105244279	Gm39919
105244280	Gm39920
105244281	Gm39921
105244282	Gm27003
105244283	Gm39922
105244284	Gm39923
105244285	Gm39924
105244286	Gm39925
105244287	Gm39926
105244288	Gm39927
105244289	Gm39928
105244290	Gm39929
105244291	Gm39930
105244292	Gm39931
105244293	Gm39932
105244294	Gm39933
105244295	Gm39934
105244296	Gm39935
105244297	Gm39936
105244298	Gm14042
105244299	Gm39937
105244300	Gm14304
105244301	Gm39938
105244302	Gm39939
105244303	Gm14095
105244304	Gm14100
105244305	Gm39940
105244306	Gm39941
105244307	Gm39942
105244309	Gm39943
105244310	Gm39944
105244311	Gm39945
105244312	Gm39946
105244313	Gm39947
105244314	Gm39948
105244315	Gm39949
105244316	Gm39950
105244317	Gm39951
105244318	Gm39952
105244319	Gm39953
105244320	Gm39954
105244321	Gm39955
105244322	Gm39956
105244323	Gm39957
105244325	Gm39958
105244326	Gm39959
105244327	Gm39960
105244328	Gm14161
105244329	Gm14199
105244330	Gm39961
105244331	Gm39962
105244332	Gm39963
105244333	LOC105244333
105244334	Gm39964
105244335	Gm39965
105244336	Gm39966
105244337	Gm39967
105244338	LOC105244338
105244339	Gm39968
105244340	Gm39969
105244341	Gm39970
105244342	Gm39971
105244343	Gm39972
105244344	Gm39973
105244345	LOC105244345
105244346	Gm39974
105244347	Gm39975
105244348	Gm14221
105244350	Gm39976
105244351	Gm39977
105244352	Gm39978
105244353	Gm39979
105244354	Gm11457
105244355	Gm39980
105244356	Gm39981
105244357	1810021M19Rik
105244358	Gm39982
105244359	Gm14268
105244360	Gm39983
105244361	Gm39984
105244362	Gm39985
105244363	Gm39986
105244364	Gm39987
105244365	Gm39988
105244366	Gm39989
105244367	Gm39990
105244368	Gm39991
105244369	Gm39992
105244370	Gm14261
105244371	Gm39993
105244373	Gm39994
105244374	Gm14250
105244375	Zfp286os
105244376	Gm39995
105244377	Gm39996
105244378	Gm39997
105244379	Gm39998
105244380	Gm39999
105244381	Gm40000
105244382	Gm40001
105244383	Gm40002
105244384	Gm40003
105244385	Gm40004
105244386	Gm40005
105244387	Gm40006
105244388	Gm40007
105244389	Gm40008
105244390	Gm40009
105244391	Gm40010
105244392	Gm40011
105244393	Gm40012
105244394	Gm40013
105244396	Gm40014
105244397	Gm40015
105244398	LOC105244398
105244400	Gm40016
105244401	Gm14444
105244402	LOC105244402
105244403	Gm40017
105244404	Gm40018
105244406	Gm40019
105244407	Gm40020
105244408	Gm40021
105244409	Gm40022
105244410	Gm40023
105244412	Gm40024
105244413	LOC105244413
105244414	Gm40025
105244415	Gm40026
105244416	LOC105244416
105244417	Gm40027
105244418	Gm40028
105244419	Gm12299
105244420	Gm40029
105244421	Gm40030
105244422	Gm40031
105244423	Gm40032
105244424	Gm40033
105244425	Gm40034
105244426	Gm40035
105244427	Gm40036
105244428	Gm40037
105244429	Gm40038
105244430	Gm40039
105244431	Gm40040
105244432	Gm40041
105244433	LOC105244433
105244434	Gm40042
105244435	Gm40043
105244436	Gm37548
105244437	Gm40044
105244438	Gm40045
105244439	Gm40046
105244440	Gm40047
105244441	Gm40048
105244442	Gm40049
105244443	Gm40050
105244444	Gm40051
105244445	Gm40052
105244446	Gm40053
105244447	Gm40054
105244448	LOC105244448
105244449	Gm40055
105244450	Gm40056
105244451	Gm40057
105244452	Gm40058
105244453	Gm40059
105244454	Gm40060
105244455	Gm37035
105244456	Gm40061
105244457	Gm40062
105244458	Gm40063
105244459	Gm40064
105244460	Gm40065
105244461	Gm40066
105244462	Gm37359
105244463	LOC105244463
105244464	Gm40067
105244465	Gm40068
105244466	Gm40069
105244467	LOC105244467
105244468	Gm40070
105244469	Gm40071
105244470	Gm40072
105244471	Gm40073
105244472	Gm40074
105244473	Gm40075
105244474	Gm40076
105244475	Gm40077
105244476	Gm36981
105244477	Gm40078
105244478	Gm40079
105244479	Gm40080
105244480	Gm40081
105244481	Gm40082
105244482	Gm40083
105244483	Gm40084
105244484	Gm40085
105244485	Gm40086
105244486	LOC105244486
105244487	LOC105244487
105244489	Gm40087
105244490	Gm40088
105244491	Gm37116
105244492	Gm40089
105244493	Gm40090
105244494	Gm40091
105244495	Gm40092
105244496	Gm40093
105244497	Gm40094
105244498	Gm40095
105244499	Gm40096
105244500	Gm40097
105244502	Gm26654
105244503	Gm40098
105244504	Gm40099
105244505	Gm40100
105244506	Gm16253
105244507	Gm40101
105244508	Gm40102
105244509	Gm40103
105244510	Gm40104
105244511	Gm40105
105244512	Gm40106
105244513	Gm40107
105244514	Gm40108
105244515	Gm40109
105244516	Gm40110
105244517	Gm40111
105244518	Gm40112
105244519	Gm40113
105244520	Gm40114
105244521	Gm40115
105244522	Gm40116
105244523	Gm40117
105244524	Gm40118
105244525	Gm40119
105244526	Gm40120
105244527	Gm40121
105244528	Gm40122
105244529	Gm40123
105244530	LOC105244530
105244531	Gm40124
105244532	Gm40125
105244533	Gm40126
105244534	Gm40127
105244535	Gm40128
105244536	Gm40129
105244537	Gm40130
105244538	Gm40131
105244539	Gm40132
105244540	Gm40133
105244541	Gm40134
105244542	Gm40135
105244543	Gm40136
105244544	Gm40137
105244545	Gm40138
105244546	Gm40139
105244547	Gm40140
105244548	Gm40141
105244549	Gm40142
105244550	Gm40143
105244551	Gm40144
105244552	Gm40145
105244553	Gm40146
105244554	Gm40147
105244555	Gm40148
105244556	Gm40149
105244557	Gm40150
105244558	Gm40151
105244559	Gm40152
105244560	Gm40153
105244561	Gm40154
105244562	Gm40155
105244563	Gm40156
105244564	Gm40157
105244565	Gm40158
105244566	Gm40159
105244567	Gm40160
105244568	Gm40161
105244569	Gm40162
105244570	Gm40163
105244571	Gm40164
105244572	Gm40165
105244573	Gm40166
105244574	Gm40167
105244575	Gm40168
105244576	Gm40169
105244577	Gm40170
105244578	Gm40171
105244579	Gm40172
105244580	Gm37041
105244581	Gm40173
105244582	Gm40174
105244583	Gm40175
105244584	Gm40176
105244585	Gm40177
105244587	Gm40178
105244588	Gm40179
105244589	Gm40180
105244590	Gm16231
105244591	Gm40181
105244592	Gm40182
105244593	Gm40183
105244594	Gm40184
105244595	Gm40185
105244596	Gm40186
105244597	Gm40187
105244598	Gm40188
105244599	Gm40189
105244600	Gm40190
105244601	Gm40191
105244602	Gm40192
105244603	Gm40193
105244605	Gm40194
105244606	Gm40195
105244608	Gm40196
105244609	Gm40197
105244610	Gm40198
105244611	Gm12333
105244613	Gm40199
105244615	Gm40200
105244617	LOC105244617
105244618	Gm40201
105244619	Gm40202
105244620	Gm40203
105244621	Gm40204
105244622	Gm40205
105244623	Gm12694
105244624	Gm12708
105244625	Gm40206
105244626	Gm40207
105244627	Gm40208
105244628	Gm40209
105244629	Gm40210
105244630	Gm26520
105244631	Gm40211
105244632	Gm40212
105244633	Gm40213
105244634	Gm12701
105244635	Ube2uos
105244636	LOC105244636
105244637	Gm40214
105244638	Gm40215
105244639	Gm40216
105244640	Gm40217
105244641	Gm12724
105244642	Gm40218
105244643	Gm40219
105244644	Lrp8os3
105244645	Gm40220
105244646	Gm40221
105244647	Gm40222
105244648	LOC105244648
105244649	LOC105244649
105244650	Gm40223
105244651	LOC105244651
105244652	Gm40224
105244653	Gm40225
105244654	Gm40226
105244655	Gm40227
105244657	LOC105244657
105244658	Gm40228
105244659	LOC105244659
105244660	Gm40229
105244661	Gm40230
105244662	Cyp4x1os
105244664	Gm40231
105244665	Gm12826
105244666	Gm40232
105244667	Gm40233
105244668	Gm40234
105244669	Gm40235
105244670	Gm40236
105244671	Gm40237
105244672	Gm12865
105244673	Gm40238
105244674	Gm12867
105244675	Gm40239
105244676	Gm12923
105244677	LOC105244677
105244678	Gm40240
105244679	Gm40241
105244680	Gm40242
105244681	Gm40243
105244682	Gm40244
105244683	Gm40245
105244684	Gm40246
105244685	Gm40247
105244686	Gm40248
105244687	Gm40249
105244688	Gm40250
105244689	Gm40251
105244690	Gm40252
105244691	Gm40253
105244692	Gm40254
105244693	Gm40255
105244694	Gm40256
105244695	Gm12958
105244696	Gm15904
105244697	Gm40257
105244698	LOC105244698
105244699	Gm40258
105244700	Gm40259
105244701	Gm40260
105244702	Gm40261
105244703	Gm40262
105244704	Gm40263
105244705	Gm40264
105244706	Gm40265
105244707	Gm40266
105244708	LOC105244708
105244709	Gm40267
105244710	Gm40268
105244711	Gm40269
105244712	Gm40270
105244713	Gm40271
105244714	Gm40272
105244715	Gm40273
105244716	Gm40274
105244717	Gm40275
105244718	Gm40276
105244719	Gm40277
105244720	Gm40278
105244721	Gm40279
105244722	Gm40280
105244723	Gm40281
105244724	Gm40282
105244725	Gm40283
105244726	Gm40284
105244727	Gm40285
105244728	Gm40286
105244729	Gm40287
105244730	Gm40288
105244731	Gm40289
105244732	Gm40290
105244733	Gm15796
105244734	Gm40291
105244735	Gm40292
105244736	Gm40293
105244737	Gm40294
105244738	Gm40295
105244739	Gm15866
105244740	Gm40296
105244741	Gm40297
105244742	Gm40298
105244743	Gm40299
105244744	Gm40300
105244745	Gm40301
105244746	Gm40302
105244747	Gm40303
105244748	Gm40304
105244749	Gm40305
105244751	Gm40306
105244752	Gm40307
105244753	Gm40308
105244754	LOC105244754
105244755	LOC105244755
105244756	Gm40309
105244757	Gm40310
105244758	Gm40311
105244759	Gm40312
105244760	Gm40313
105244761	Gm40314
105244762	Gm40315
105244764	Gm40316
105244765	Gm40317
105244766	Gm40318
105244767	Gm40319
105244768	Gm40320
105244769	Gm40321
105244770	Gm40322
105244771	Gm40323
105244772	Gm40324
105244773	Gm40325
105244774	Gm40326
105244775	Gm40327
105244776	Gm40328
105244777	Gm40329
105244778	Gm40330
105244779	Gm40331
105244780	Gm40332
105244781	Gm40333
105244784	Gm40334
105244785	Gm40335
105244786	Gm40336
105244787	Gm40337
105244788	Gm40338
105244789	Gm40339
105244790	Gm40340
105244791	Gm40341
105244793	LOC105244793
105244794	Gm40342
105244795	Gm40343
105244796	Gm40344
105244797	Gm40345
105244798	LOC105244798
105244799	Gm40346
105244800	Gm40347
105244801	Gm16599
105244802	Gm40348
105244803	LOC105244803
105244804	Gm40349
105244805	Gm40350
105244806	Gm40351
105244807	Gm40352
105244808	Gm40353
105244809	Gm40354
105244810	Gm40355
105244811	Gm40356
105244812	LOC105244812
105244813	Gm40357
105244814	Gm40358
105244821	Gm15691
105244822	Gm40359
105244823	Gm40360
105244824	Gm40361
105244825	Gm40362
105244826	Gm40363
105244828	Gm40364
105244829	Gm40365
105244830	Gm40366
105244831	Gm40367
105244832	Gm40368
105244833	Gm40369
105244834	Gm40370
105244835	Gm40371
105244836	Gm40372
105244837	Gm40373
105244838	Gm40374
105244840	Gm40375
105244841	Gm40376
105244842	LOC105244842
105244843	Gm40377
105244844	Gm40378
105244845	Gm40379
105244846	Gm40380
105244847	Gm40381
105244848	Gm40382
105244849	Gm40383
105244850	Gm40384
105244851	Gm40385
105244852	Gm40386
105244853	Gm40387
105244854	Gm40388
105244855	Gm40389
105244857	Gm40390
105244858	Gm40391
105244859	Gm40392
105244860	Gm40393
105244861	Gm40394
105244862	Gm29007
105244863	Gm40395
105244865	Gm40396
105244866	Gm40397
105244867	Gm40398
105244868	Gm40399
105244869	Gm40400
105244870	Gm40401
105244871	Gm40402
105244872	Gm40403
105244873	Gm40404
105244874	Gm40405
105244875	Gm40406
105244876	Gm17089
105244877	Gm40407
105244878	Gm40408
105244879	Gm14330
105244881	Gm40409
105244882	Gm40410
105244883	Gm40411
105244884	Gm40412
105244885	Gm40413
105244886	Gm40414
105244887	Gm40415
105244888	Gm40416
105244889	Gm40417
105244890	Gm40418
105244891	Gm40419
105244892	Gm40420
105244893	Gm40421
105244894	Gm40422
105244895	Gm40423
105244898	Gm40424
105244899	Gm40425
105244902	Gm40426
105244903	Gm40427
105244904	Gm40428
105244905	Gm40429
105244906	Gm40430
105244907	Gm40431
105244908	LOC105244908
105244909	Gm40432
105244910	Gm40433
105244911	Gm40434
105244912	Gm40435
105244913	Gm40436
105244914	LOC105244914
105244915	Gm40437
105244916	Gm40438
105244917	Gm40439
105244918	Gm40440
105244919	Gm40441
105244920	Gm40442
105244921	Gm40443
105244922	Gm40444
105244923	Gm40445
105244924	Gm40446
105244925	Gm40447
105244926	Gm40448
105244927	Gm40449
105244928	Gm40450
105244929	Gm40451
105244930	Gm40452
105244931	Gm40453
105244932	Gm40454
105244933	Gm40455
105244934	Gm40456
105244935	Gm40457
105244936	Gm40458
105244937	Gm40459
105244938	Gm40460
105244939	Gm40461
105244940	Gm40462
105244941	Gm40463
105244942	Gm40464
105244943	Gm40465
105244944	Gm40466
105244945	Gm40467
105244946	Gm40468
105244947	Gm40469
105244948	Gm40470
105244949	Gm40471
105244950	LOC105244950
105244951	Gm40472
105244953	LOC105244953
105244954	Gm40473
105244955	LOC105244955
105244956	Gm40474
105244957	Gm40475
105244958	Gm40476
105244959	Gm40477
105244960	Gm40478
105244961	Gm40479
105244962	Gm40480
105244963	Gm40481
105244964	Gm40482
105244965	Gm40483
105244966	Gm40484
105244967	Gm40485
105244968	Gm40486
105244969	Gm40487
105244970	Gm40488
105244971	Gm40489
105244972	Gm40490
105244973	Gm40491
105244974	Gm40492
105244975	Gm40493
105244976	Gm40494
105244977	Gm40495
105244978	Gm40496
105244979	Gm40497
105244980	Gm40498
105244981	Gm40499
105244982	Gm26584
105244983	Gm40500
105244984	Gm40501
105244985	Gm40502
105244986	Gm40503
105244987	Gm40504
105244988	Gm40505
105244989	Gm40506
105244990	Gm40507
105244991	Gm40508
105244992	Gm40509
105244993	LOC105244993
105244994	LOC105244994
105244995	Gm40510
105244996	Gm40511
105244997	Gm40512
105244998	Gm40513
105244999	Gm40514
105245000	Gm40515
105245001	Gm40516
105245002	Gm40517
105245003	Gm40518
105245004	Gm40519
105245005	Gm40520
105245007	Gm40521
105245008	Gm40522
105245009	Gm40523
105245010	Gm40524
105245011	Gm40525
105245012	Gm40526
105245013	Gm40527
105245014	Gm40528
105245015	Gm40529
105245016	Gm40530
105245017	Gm40531
105245018	Gm40532
105245019	Gm40533
105245020	Gm40534
105245021	Gm40535
105245022	Gm40536
105245023	Gm40537
105245024	Gm40538
105245025	Gm26567
105245027	Gm26611
105245028	Gm40539
105245029	Gm40540
105245030	Gm40541
105245031	Gm40542
105245032	Gm40543
105245033	Gm40544
105245034	Gm40545
105245035	Gm40546
105245036	Gm40547
105245037	Gm40548
105245038	Gm40549
105245039	Gm40550
105245040	Gm40551
105245041	Gm40552
105245042	Gm40553
105245043	LOC105245043
105245044	Gm40554
105245046	Gm40555
105245047	Gm40556
105245048	Gm40557
105245049	Gm40558
105245050	Gm40559
105245051	LOC105245051
105245052	Gm40560
105245053	Gm40561
105245054	Gm40562
105245055	Gm40563
105245058	LOC105245058
105245059	Gm40564
105245061	Gm40565
105245062	Gm40566
105245063	Gm40567
105245065	Gm40568
105245066	Gm40569
105245067	Gm16087
105245068	Gm40570
105245069	Gm40571
105245070	Gm40572
105245071	Gm40573
105245072	Gm40574
105245073	Gm40575
105245074	Gm40576
105245075	Gm40577
105245076	Gm40578
105245077	Gm40579
105245078	Gm40580
105245081	Gm40581
105245082	Gm40582
105245083	Gm40583
105245085	Gm40584
105245086	Gm40585
105245087	Gm40586
105245088	Gm40587
105245090	Gm40588
105245091	Gm40589
105245092	Gm40590
105245093	Gm40591
105245094	Gm40592
105245095	Gm40593
105245096	Gm40594
105245097	Gm40595
105245098	Gm40596
105245099	Gm40597
105245101	Gm40598
105245102	LOC105245102
105245103	Gm20470
105245104	Gm40599
105245105	LOC105245105
105245106	Gm40600
105245107	Gm40601
105245108	Gm40602
105245109	Gm40603
105245110	Gm40604
105245111	Gm40605
105245112	Gm40606
105245113	Gm40607
105245114	Gm40608
105245115	Gm40609
105245116	Gm40610
105245117	Gm40611
105245118	Gm40612
105245119	Gm40613
105245120	Gm40614
105245121	Gm40615
105245122	Gm40616
105245123	Gm40617
105245124	Gm40618
105245125	Gm40619
105245126	Gm40620
105245127	Gm40621
105245128	Gm40622
105245129	Gm40623
105245130	Gm40624
105245131	Gm40625
105245133	Gm40626
105245134	Gm40627
105245135	Gm40628
105245136	Gm40629
105245137	Gm40630
105245138	Gm40631
105245139	Gm40632
105245140	Gm40633
105245141	Gm40634
105245142	Gm40635
105245143	Gm40636
105245144	Gm40637
105245145	Gm40638
105245146	Gm40639
105245147	Gm40640
105245148	Gm40641
105245149	Gm40642
105245150	Gm40643
105245151	Gm40644
105245152	LOC105245152
105245153	Gm40645
105245154	Gm40646
105245155	Gm40647
105245156	Gm40648
105245157	Gm40649
105245158	Gm40650
105245159	Gm40651
105245160	Gm40652
105245162	Gm40653
105245163	Gm40654
105245164	Gm40655
105245165	Gm40656
105245166	Gm40657
105245168	Gm40658
105245169	Gm40659
105245170	Gm40660
105245171	Gm40661
105245172	Gm40662
105245173	Gm40663
105245174	Gm40664
105245175	Gm40665
105245176	Gm40666
105245177	Gm40667
105245179	Gm20513
105245180	Gm40668
105245181	Gm40669
105245182	Gm40670
105245183	Gm40671
105245184	Gm40672
105245185	Gm40673
105245186	Gm28447
105245187	Gm40674
105245188	Gm40675
105245189	Gm40676
105245190	Gm40677
105245191	Gm40678
105245192	Gm40679
105245193	LOC105245193
105245194	Gm40680
105245195	Gm40681
105245196	Gm40682
105245197	Gm40683
105245198	Gm40684
105245199	Gm40685
105245200	Gm40686
105245201	Gm40687
105245202	Gm40688
105245203	Gm40689
105245205	Gm40690
105245206	Gm40691
105245207	Gm40692
105245208	Gm40693
105245209	Gm40694
105245210	Gm40695
105245211	Gm40696
105245212	LOC105245212
105245213	Gm40697
105245214	Gm40698
105245215	Gm40699
105245216	Gm40700
105245217	Gm40701
105245218	Gm40702
105245219	Gm40703
105245220	Gm40704
105245221	Gm40705
105245222	Gm40706
105245223	Gm40707
105245224	Gm40708
105245225	Gm40709
105245226	Gm40710
105245227	Gm40711
105245228	Gm40712
105245229	Gm40713
105245230	Gm40714
105245231	Gm40715
105245232	Gm40716
105245233	Gm40717
105245234	LOC105245234
105245235	Gm40718
105245236	LOC105245236
105245237	LOC105245237
105245238	Gm40719
105245239	Gm40720
105245240	LOC105245240
105245241	Gm15608
105245242	Gm40721
105245243	Gm40722
105245244	Gm40723
105245245	Gm40724
105245246	Gm40725
105245247	Gm40726
105245248	Gm40727
105245249	Gm40728
105245250	Gm40729
105245251	Gm40730
105245252	Gm40731
105245253	Gm40732
105245254	Gm16271
105245255	Gm40733
105245256	Gm40734
105245257	Gm40735
105245258	Gm40736
105245259	Gm40737
105245260	Gm40738
105245261	Gm40739
105245262	Gm40740
105245263	Gm40741
105245264	Gm40742
105245265	Gm40743
105245266	Gm40744
105245267	Gm40745
105245268	Gm40746
105245269	Gm40747
105245270	Gm40748
105245271	Gm40749
105245272	Gm20522
105245273	Gm40750
105245274	Gm40751
105245275	Gm40752
105245276	Gm40753
105245277	Gm40754
105245278	Gm40755
105245279	LOC105245279
105245280	Gm40756
105245281	Gm40757
105245282	Gm40758
105245283	Gm40759
105245284	Gm40760
105245285	Gm40761
105245286	Gm40762
105245287	Gm40763
105245288	Gm40764
105245289	Gm40765
105245290	Gm40766
105245291	Gm40767
105245292	Gm40768
105245293	Gm40769
105245294	Gm40770
105245296	Gm40771
105245297	Gm40772
105245298	Gm40773
105245299	Gm40774
105245300	Gm40775
105245301	Gm40776
105245302	Gm40777
105245303	Gm40778
105245304	Gm40779
105245305	Gm40780
105245306	Gm40781
105245307	Gm40782
105245308	Gm40783
105245309	Gm40784
105245310	Gm40785
105245311	Gm40786
105245312	Gm40787
105245313	Gm40788
